geom_as_wkt
"POLYGON((-101.829743252266 35.1576684585962,-101.829744984078 35.1573878557223,-101.828889917909 35.157388684937,-101.8288910685 35.15766893737,-101.829743252266 35.1576684585962))"
"POLYGON((-101.826954842237 35.1640667082065,-101.826963994877 35.1663393444625,-101.830483708095 35.1643773196853,-101.830488965841 35.1656689091345,-101.828523558656 35.1667645157367,-101.828182678798 35.1675963199549,-101.828184185903 35.1679691323373,-101.828294615913 35.1685721961138,-101.830645983727 35.1685618295552,-101.830679444606 35.1685616817694,-101.83066384501 35.1640547637571,-101.826954842237 35.1640667082065))"
"POLYGON((-101.829352690936 35.1363707112256,-101.827947919172 35.1363738622427,-101.827949178101 35.1369437900444,-101.827950437049 35.13751371782,-101.829355226334 35.1375105667796,-101.829353958626 35.1369406390156,-101.829352690936 35.1363707112256))"
"POLYGON((-101.828406583562 35.1484596441922,-101.828408993234 35.1488690269198,-101.828676608588 35.1488683397448,-101.828676208578 35.148798798598,-101.828673588876 35.1481117180236,-101.828667697437 35.1465552753738,-101.827959380488 35.1465567206233,-101.827971241068 35.1484607617553,-101.828406583562 35.1484596441922))"
"POLYGON((-101.829375356971 35.1465538268537,-101.829374723918 35.1462695018513,-101.829374089316 35.1459845233047,-101.828671622873 35.1459863317471,-101.828320389091 35.1459872344324,-101.828319127416 35.1454173070551,-101.827767193099 35.1454187229674,-101.827766303826 35.1452538705943,-101.827761834429 35.1422230862801,-101.826358040389 35.1422260084699,-101.826360241445 35.1429864224206,-101.822752765704 35.1429937369539,-101.822756553893 35.1442737988224,-101.821920300397 35.144275509218,-101.821915125441 35.1465716998268,-101.822344073883 35.146570452695,-101.822694037053 35.1465703659295,-101.823044003514 35.1465702781377,-101.823744550384 35.1465674611477,-101.824095785628 35.1465665718179,-101.824447021963 35.1465656814602,-101.824798257192 35.1465647900806,-101.825149492414 35.1465638976761,-101.825851965028 35.1465621097863,-101.826554436515 35.1465603177998,-101.826975919829 35.1465592402782,-101.827256909067 35.1465585217106,-101.827959380488 35.1465567206233,-101.828667697437 35.1465552753738,-101.829375356971 35.1465538268537))"
"POLYGON((-101.826824258908 35.1547428958664,-101.82681756818 35.1530806249301,-101.826208575594 35.1530821956631,-101.826215242809 35.1547417172824,-101.826824258908 35.1547428958664))"
"POLYGON((-101.834084380925 35.1831095284199,-101.8343745572 35.1831082723131,-101.834355912015 35.1785518488907,-101.831359896888 35.1785597146301,-101.831359541837 35.1784644015331,-101.830875491766 35.1784660282615,-101.830892247511 35.183097036698,-101.834084380925 35.1831095284199))"
"POLYGON((-101.848558001703 35.1359432150402,-101.850946124698 35.1359362748602,-101.851104273396 35.135931418174,-101.851261682974 35.1359177987514,-101.851418773815 35.1358951976705,-101.851483527595 35.1358821959788,-101.851602269516 35.1358535034018,-101.851718691602 35.1358189887862,-101.851832374094 35.1357787777641,-101.85194290172 35.1357330175907,-101.852049874646 35.1356818726045,-101.852152904108 35.1356255287473,-101.852251616792 35.1355641908469,-101.852345654828 35.1354980817154,-101.852434675785 35.1354274412478,-101.852518358157 35.1353525255036,-101.85259639587 35.1352736058225,-101.852668508164 35.1351909696955,-101.852727720682 35.1350291330842,-101.848784582317 35.135010686786,-101.848719291828 35.1350080094137,-101.848552643565 35.1351455144135,-101.848554657674 35.1352031618743,-101.848558001703 35.1359432150402))"
"POLYGON((-101.795447535981 35.1494025215695,-101.800404976982 35.1493966534939,-101.80467986128 35.1493927219157,-101.80466487256 35.1453978301095,-101.804220281693 35.1453989546325,-101.804215128076 35.1440232802525,-101.804214903278 35.1439632731014,-101.804209975731 35.1426476057134,-101.8042041297 35.1410869931383,-101.804208150901 35.1405603330487,-101.804205005911 35.1389851254305,-101.812814828784 35.1389257486581,-101.81283254123 35.1350142279936,-101.804116792922 35.1349692152855,-101.801675475067 35.1349727734217,-101.800125864275 35.1349786463057,-101.799295681178 35.1349814448195,-101.797668868017 35.1349891880622,-101.797650539638 35.1349892613385,-101.797635421794 35.1349889688017,-101.795448327528 35.1349460011713,-101.795505918622 35.139752703045,-101.795506067574 35.1397661935774,-101.795506253439 35.1397801780063,-101.795518843587 35.1407674633683,-101.795516704218 35.141438924231,-101.795515427095 35.1435973723238,-101.79551023064 35.1459291767022,-101.795447535981 35.1494025215695))"
"POLYGON((-101.839580510004 35.1350211557162,-101.838476783855 35.135024017977,-101.838484562123 35.1386480650506,-101.839588371547 35.1386452035245,-101.839580510004 35.1350211557162))"
"POLYGON((-101.820952538526 35.1492854806249,-101.820939129209 35.1465736516988,-101.821641602324 35.1465722471522,-101.821915125441 35.1465716998268,-101.821920300397 35.144275509218,-101.822756553893 35.1442737988224,-101.822752765704 35.1429937369539,-101.826360241445 35.1429864224206,-101.826358040389 35.1422260084699,-101.826351451312 35.13994629874,-101.827756281391 35.1399433764023,-101.827744012611 35.1348992780238,-101.827019069192 35.1349011473077,-101.814413849589 35.1349283671839,-101.814398033953 35.1349284007493,-101.813141751422 35.1349310604154,-101.813125321287 35.1349310950518,-101.813103417756 35.1349311475316,-101.813157340436 35.1418742098835,-101.813150943102 35.1454716123854,-101.814243778769 35.145470842014,-101.814248738685 35.1465667802705,-101.815708134281 35.1465617407218,-101.816545911927 35.1465643522661,-101.816546000736 35.1465823483119,-101.817232751565 35.1465810000254,-101.817935224807 35.1465796171096,-101.818637698022 35.1465782291927,-101.819340171216 35.1465768380775,-101.820042644383 35.1465754419611,-101.820745118619 35.1465740408407,-101.820758521457 35.1492858697882,-101.820952538526 35.1492854806249))"
"POLYGON((-101.81454808333 35.1633209054652,-101.814670775101 35.1633208038921,-101.814793900474 35.1633207037645,-101.814867508858 35.1633206473903,-101.814866808123 35.1631832704962,-101.814793736629 35.1631833236637,-101.814670610375 35.1631834255968,-101.814547919909 35.1631835271669,-101.814500844842 35.1631835672198,-101.814501409949 35.1633209462716,-101.81454808333 35.1633209054652))"
"POLYGON((-101.842443257312 35.132233138156,-101.84244450408 35.1318873275137,-101.842454497076 35.1318873297267,-101.842454785017 35.1312610401319,-101.841591905871 35.1312634924939,-101.841596851765 35.1324394481008,-101.842443257312 35.132233138156))"
"POLYGON((-101.821927169832 35.1566877249,-101.821930515592 35.1548366144008,-101.819693139832 35.1548351041695,-101.814040780287 35.1548761391572,-101.814041072202 35.1549728980683,-101.816137815028 35.154967652354,-101.816137763735 35.1549539146056,-101.816321764212 35.1549534519764,-101.816323196912 35.1553381098374,-101.816327034252 35.1563684427201,-101.815367834575 35.156370848534,-101.815368839068 35.1566862636828,-101.818579905846 35.1566870402555,-101.819719201942 35.1566872884053,-101.820052318017 35.1566873569431,-101.821927169832 35.1566877249))"
"POLYGON((-101.837389503327 35.142222756526,-101.837380819561 35.1386509162657,-101.836277008889 35.1386537584501,-101.835176577483 35.1386565829028,-101.835173170894 35.1387066239848,-101.835172537535 35.1391774800005,-101.835172239681 35.1394129498661,-101.835170385133 35.1396484091887,-101.83517336489 35.1401192551065,-101.835180783399 35.1415316721379,-101.835181505018 35.1420024404386,-101.835181851746 35.1422284298403,-101.836086655441 35.1422260996134,-101.837389503327 35.142222756526))"
"POLYGON((-101.848230618273 35.1366855542819,-101.848229985261 35.1365727293969,-101.848196538289 35.1365727883092,-101.848187332774 35.1351164403883,-101.848059810982 35.1350091676041,-101.846433537007 35.1350115135116,-101.846438190463 35.1366886917952,-101.848230618273 35.1366855542819))"
"POLYGON((-101.797588292422 35.1639696437483,-101.797574852025 35.1549898183415,-101.809083162428 35.1549505434212,-101.809080003875 35.1528898648333,-101.795377563417 35.1529364957567,-101.795438200912 35.163974939204,-101.79547165927 35.1639749120811,-101.797588292422 35.1639696437483))"
"POLYGON((-101.8395971524 35.1422170418236,-101.839589229161 35.1396903560323,-101.839588371547 35.1386452035245,-101.838484562123 35.1386480650506,-101.837380819561 35.1386509162656,-101.837389503327 35.142222756526,-101.837424495473 35.1422226665445,-101.838600197927 35.1422196297743,-101.8395971524 35.1422170418236))"
"POLYGON((-101.81282268729 35.1524518164025,-101.812277394245 35.152450801069,-101.812276011605 35.152176046965,-101.812821291827 35.1521770614317,-101.812807881382 35.1495173648354,-101.795372828674 35.1495608906604,-101.795377563417 35.1529364957567,-101.809080003875 35.1528898648333,-101.809083162428 35.1549505434212,-101.809096624207 35.1637155371303,-101.811483624383 35.1637093850184,-101.81147922428 35.1625625013931,-101.812875812738 35.1625588799629,-101.812854447291 35.1586665853553,-101.812268965252 35.1586676430476,-101.812267677984 35.1581868206802,-101.812853156551 35.1581857620927,-101.81282268729 35.1524518164025))"
